  196.5919494628906, -69.32436370849609, 845.0332641601562;
  197.3509216308594, -69.34742736816406, 845.062255859375;
  198.0857086181641, -69.31768798828125, 844.9879150390625;
  198.8308868408203, -69.31083679199219, 844.9583740234375;
  199.5760345458984, -69.30397796630859, 844.9288330078125;
  200.3235778808594, -69.30240631103516, 844.90966796875;
  201.0776214599609, -69.31490325927734, 844.91796875;
  201.8341674804688, -69.33268737792969, 844.9366455078125;
  202.5849609375, -69.33815002441406, 844.9312133789062;
  203.5016021728516, -69.69585418701172, 845.614990234375;
  204.2513275146484, -69.69779968261719, 845.6026611328125;
  204.8089141845703, -69.29470825195312, 844.7978515625;
  205.7473449707031, -69.69462585449219, 845.5641479492188;
  206.4953002929688, -69.69303894042969, 845.544921875;
  207.2432250976562, -69.69145202636719, 845.5256958007812;
  207.8123016357422, -69.31832122802734, 844.779541015625;
  208.5586700439453, -69.31498718261719, 844.7568969726562;
  209.4876556396484, -69.68846130371094, 845.471435546875;
  210.2362976074219, -69.68863677978516, 845.4556274414062;
  210.9857788085938, -69.69057464599609, 845.4432983398438;
  211.734375, -69.69075012207031, 845.4275512695312;
  212.4820861816406, -69.68917083740234, 845.4082641601562;
  213.2288818359375, -69.68582153320312, 845.3856201171875;
  213.9765014648438, -69.68423461914062, 845.3663940429688;
  214.7241058349609, -69.68264770507812, 845.34716796875;
  215.4743041992188, -69.68635559082031, 845.3382568359375;
  216.2227172851562, -69.68653106689453, 845.322509765625;
  216.9666900634766, -69.67789459228516, 845.2894897460938;
  217.5225982666016, -69.29608154296875, 844.5265502929688;
  218.4642486572266, -69.68001556396484, 845.2613525390625;
  219.2179107666016, -69.69076538085938, 845.2662963867188;
  219.9635009765625, -69.68565368652344, 845.2401733398438;
  220.712646484375, -69.68759155273438, 845.2278442382812;
  221.4590606689453, -69.68424224853516, 845.2051391601562;
  222.2009124755859, -69.67208862304688, 845.165283203125;
  222.9481506347656, -69.67050933837891, 845.1460571289062;
  223.7044677734375, -69.68653869628906, 845.1612548828125;
  224.45166015625, -69.68495178222656, 845.14208984375;
  225.2006530761719, -69.6868896484375, 845.1297607421875;
  225.9477844238281, -69.68531036376953, 845.1105346679688;
  226.6856384277344, -69.66610717773438, 845.056884765625;
  227.4308166503906, -69.66100311279297, 845.03076171875;
  228.1861877441406, -69.67527008056641, 845.0425415039062;
  228.9378356933594, -69.6824951171875, 845.04052734375;
  229.6894836425781, -69.68971252441406, 845.03857421875;
  230.4364318847656, -69.68813323974609, 845.0193481445312;
  231.1824035644531, -69.68478393554688, 844.9967041015625;
  231.9255065917969, -69.67615509033203, 844.9636840820312;
  232.6761322021484, -69.68161773681641, 844.958251953125;
  233.4267425537109, -69.68708038330078, 844.9528198242188;
  234.171630859375, -69.68196868896484, 844.9267578125;
  234.9202880859375, -69.68390655517578, 844.9144287109375;
  235.6689300537109, -69.68584442138672, 844.902099609375;
  236.4108123779297, -69.67546081542969, 844.8656616210938;
  237.1593780517578, -69.67739868164062, 844.8533325195312;
  237.9147186279297, -69.69165802001953, 844.8651123046875;
  238.6564636230469, -69.6812744140625, 844.8287353515625;
  239.4127807617188, -69.69729614257812, 844.8439331054688;
  240.3728637695312, -70.0799560546875, 845.5758056640625
