-80.86721801757812, -65.7713623046875, 844.0245971679688;
  -80.02899169921875, -65.31483459472656, 843.108642578125;
  -79.20940399169922, -64.95008850097656, 842.3736572265625;
  -78.45494079589844, -64.93299102783203, 842.32373046875;
  -77.63150024414062, -64.53598022460938, 841.5252075195312;
  -76.87539672851562, -64.50505828857422, 841.4481201171875;
  -76.12560272216797, -64.50879669189453, 841.4392700195312;
  -75.38256072998047, -64.55066680908203, 841.505615234375;
  -74.63516235351562, -64.56826782226562, 841.5241088867188;
  -73.88172912597656, -64.55120849609375, 841.474365234375;
  -73.12245178222656, -64.49948883056641, 841.3562622070312;
  -72.37336730957031, -64.50669860839844, 841.3543090820312;
  -71.62836456298828, -64.53816223144531, 841.4000854492188;
  -70.9356689453125, -64.88529205322266, 842.0679321289062;
  -70.18082427978516, -64.86125946044922, 842.00439453125;
  -69.43258666992188, -64.87715148925781, 842.01953125;
  -68.68125152587891, -64.87394714355469, 841.9970092773438;
  -67.93630218505859, -64.91065979003906, 842.0531616210938;
  -67.24915313720703, -65.31574249267578, 842.8350219726562;
  -66.44258880615234, -64.96153259277344, 842.1210327148438;
  -65.68937683105469, -64.9461669921875, 842.0745849609375;
  -64.99642944335938, -65.32695007324219, 842.8085327148438;
  -64.24529266357422, -65.32894897460938, 842.7962646484375;
  -63.4410514831543, -64.97300720214844, 842.0789184570312;
  -62.74410247802734, -65.33989715576172, 842.7854614257812;
  -61.99200820922852, -65.33493804931641, 842.759521484375;
  -61.18972396850586, -64.97900390625, 842.0421752929688;
  -60.4385871887207, -64.97579956054688, 842.0197143554688;
  -59.73843765258789, -65.33744812011719, 842.7158813476562;
  -58.98649978637695, -65.33248901367188, 842.68994140625;
  -58.23508071899414, -65.33100891113281, 842.6708374023438;
  -57.48369598388672, -65.32952880859375, 842.6517333984375;
  -56.73280715942383, -65.33152008056641, 842.6394653320312;
  -55.98102951049805, -65.32656097412109, 842.613525390625;
  -55.22929763793945, -65.32160186767578, 842.5875854492188;
  -54.43226623535156, -64.96054840087891, 841.8602905273438;
  -53.72706604003906, -65.32038116455078, 842.5527954101562;
  -52.97674942016602, -65.32585144042969, 842.54736328125;
  -52.22517013549805, -65.32089996337891, 842.5214233398438;
  -51.47426605224609, -65.32115173339844, 842.5057373046875;
  -50.72297668457031, -65.31793975830078, 842.4832153320312;
  -49.97213363647461, -65.31819152832031, 842.467529296875;
  -49.22171783447266, -65.32192993164062, 842.458740234375;
  -48.47052764892578, -65.31871032714844, 842.4362182617188;
  -47.71938323974609, -65.31549072265625, 842.4136962890625;
  -46.96808242797852, -65.31053161621094, 842.3877563476562;
  -46.21720504760742, -65.30905151367188, 842.36865234375;
  -45.42852783203125, -64.95157623291016, 841.6486206054688;
  -44.71519088745117, -65.30261993408203, 842.3236083984375;
  -44.00088882446289, -65.65596771240234, 843.003173828125;
  -43.25146484375, -65.67362213134766, 843.0217895507812;
  -42.46368026733398, -65.30513000488281, 842.280029296875;
  -41.71334075927734, -65.30712127685547, 842.267822265625;
  -40.9625244140625, -65.30390930175781, 842.2453002929688;
  -40.21125793457031, -65.29547882080078, 842.2125244140625;
  -39.4611701965332, -65.29920959472656, 842.2037353515625;
  -38.71062850952148, -65.2977294921875, 842.1846313476562;
  -37.96042633056641, -65.29972839355469, 842.17236328125;
  -37.20979690551758, -65.2965087890625, 842.14990234375;
  -36.45964813232422, -65.29850769042969, 842.1376342773438;
  -35.71300506591797, -65.34220123291016, 842.20751953125;
  -34.95956420898438, -65.30422973632812, 842.1165771484375;
  -34.20850372314453, -65.2940673828125, 842.0803833007812;
  -33.45914459228516, -65.30474853515625, 842.0852661132812;
  -32.71003723144531, -65.31890869140625, 842.0969848632812;
  -31.98494529724121, -65.65476989746094, 842.7418823242188;
  -31.2352352142334, -65.6689453125, 842.7536010742188;
  -30.4904613494873, -65.75274658203125, 842.9024047851562;
  -29.73575210571289, -65.69728851318359, 842.7770385742188;
  -28.98598098754883, -65.71146392822266, 842.7887573242188;
  -28.23515510559082, -65.70997619628906, 842.7696533203125;
  -27.48291015625, -65.68585968017578, 842.7059936523438;
  -26.73143196105957, -65.67218780517578, 842.6629638671875;
  -25.9804515838623, -65.66548156738281, 842.633544921875;
  -25.23342132568359, -65.72489929199219, 842.7343139648438;
  -24.4829273223877, -65.72689056396484, 842.7220458984375;
  -23.73206901550293, -65.721923828125, 842.6961059570312;
  -22.98321914672852, -65.75350189208984, 842.7420654296875;
  -22.23356628417969, -65.77115631103516, 842.7606811523438;
  -21.48309135437012, -65.77314758300781, 842.7484130859375;
  -20.73306274414062, -65.78384399414062, 842.7532958984375;
  -19.99903678894043, -66.13775634765625, 843.4335327148438;
  -19.23164749145508, -65.775634765625, 842.7047729492188;
  -18.49675369262695, -66.13649749755859, 843.398681640625;
  -17.74576568603516, -66.13848876953125, 843.3864135742188;
  -16.9945240020752, -66.13349914550781, 843.3604125976562;
  -16.24352645874023, -66.13374328613281, 843.3446655273438;
  -15.492431640625, -66.13050079345703, 843.3221435546875;
  -14.74149703979492, -66.1307373046875, 843.306396484375;
  -13.99047565460205, -66.12749481201172, 843.2838745117188;
  -13.23944091796875, -66.12251281738281, 843.2578735351562;
  -12.48860454559326, -66.12274932861328, 843.2421264648438;
  -11.73774909973145, -66.12125396728516, 843.2230224609375;
  -10.97723960876465, -65.74183654785156, 842.4603881835938;
  -10.23630619049072, -66.12522125244141, 843.198486328125;
  -9.485540390014648, -66.12372589111328, 843.1793212890625;
  -8.734844207763672, -66.12397003173828, 843.1636352539062;
  -7.984110832214355, -66.1207275390625, 843.14111328125;
  -7.233506202697754, -66.12271118164062, 843.1288452148438;
  -6.482870578765869, -66.12120819091797, 843.1096801757812;
  -5.732245922088623, -66.11796569824219, 843.087158203125;
  -4.981660842895508, -66.11472320556641, 843.0645751953125;
  -4.23111629486084, -66.11148071289062, 843.0420532226562;
  -3.480597734451294, -66.10649871826172, 843.0160522460938;
  -2.730191946029663, -66.11196899414062, 843.0106201171875;
  -1.979779720306396, -66.11395263671875, 842.9984130859375;
  -1.229379296302795, -66.11245727539062, 842.979248046875;
  -0.4790091216564178, -66.10746765136719, 842.9533081054688;
  0.2713204026222229, -66.11119842529297, 842.9444580078125;
  1.022648692131042, -66.54052734375, 843.7726440429688;
  1.773662805557251, -66.53726959228516, 843.7500610351562;
  2.527300596237183, -66.98666381835938, 844.61767578125;
  3.275838375091553, -66.56584167480469, 843.7738647460938;
  4.026995182037354, -66.58409881591797, 843.7935791015625;
  4.786333560943604, -67.33391571044922, 845.251953125;
  5.539762020111084, -67.42362213134766, 845.412109375;
  6.285425186157227, -66.96331024169922, 844.49072265625;
  7.043635368347168, -67.36879730224609, 845.2719116210938;
  7.788473129272461, -66.96026611328125, 844.452392578125;
  8.539945602416992, -66.95874786376953, 844.4331665039062;
  9.291383743286133, -66.95722961425781, 844.4140014648438;
  11.54549503326416, -66.95266723632812, 844.3564453125;
  13.79929828643799, -66.94809722900391, 844.2988891601562;
  16.83885955810547, -67.83563232421875, 845.9789428710938;
  18.34407615661621, -67.83254241943359, 845.9404296875;
  19.09663200378418, -67.83100128173828, 845.9212036132812;
  19.80793952941895, -66.93593597412109, 844.1455078125;
  20.580322265625, -67.382568359375, 845.0072631835938;
  21.31367874145508, -67.01189422607422, 844.262451171875;
  22.06223297119141, -66.96284484863281, 844.1498413085938;
  22.83403015136719, -67.35508728027344, 844.9046630859375;
  23.56386184692383, -66.95805358886719, 844.1080322265625;
  24.31427383422852, -66.94953918457031, 844.0751342773438;
  25.06472969055176, -66.94277954101562, 844.045654296875;
  25.81544876098633, -66.94125366210938, 844.0264892578125;
  26.56634902954102, -66.94322967529297, 844.0142211914062;
  27.31689453125, -66.93996429443359, 843.9915771484375;
  28.067626953125, -66.94019317626953, 843.9758911132812;
  28.81821632385254, -66.93867492675781, 843.9567260742188;
  29.56852912902832, -66.93365478515625, 843.9306640625;
  30.31904220581055, -66.93213653564453, 843.9114990234375;
  31.06990242004395, -66.93585968017578, 843.9026489257812;
  31.82035636901855, -66.93434143066406, 843.8834838867188;
  32.571044921875, -66.93631744384766, 843.8712158203125;
  33.32143783569336, -66.93479919433594, 843.85205078125;
  34.07179641723633, -66.93327331542969, 843.8328857421875;
  34.82212066650391, -66.93175506591797, 843.813720703125;
  35.572265625, -66.92848968505859, 843.7911376953125;
  36.32207489013672, -66.92173004150391, 843.7616577148438;
  37.07228469848633, -66.92021179199219, 843.7424926757812;
  37.82230758666992, -66.91693878173828, 843.7199096679688;
  38.57291793823242, -66.92066192626953, 843.7110595703125;
  39.32367324829102, -66.92613220214844, 843.7056274414062;
  40.07392883300781, -66.92636108398438, 843.68994140625;
  40.82382202148438, -66.923095703125, 843.6673583984375;
  41.57418441772461, -66.92507171630859, 843.6550903320312;
  42.32969284057617, -66.97947692871094, 843.7457885742188;
  43.11291122436523, -67.30851745605469, 844.3760375976562;
  43.86851501464844, -67.35600280761719, 844.453125;
  44.66128921508789, -67.76025390625, 845.2311401367188;
  63.50375747680664, -68.19332122802734, 845.6768188476562;
  64.19265747070312, -67.7735595703125, 844.8363647460938;
  64.93921661376953, -67.74571990966797, 844.7655639648438;
  65.69368743896484, -67.77047729492188, 844.7979736328125;
  66.44225311279297, -67.75666809082031, 844.7546997070312;
  67.19156646728516, -67.74811553955078, 844.7217407226562;
  67.94165802001953, -67.74481964111328, 844.6990966796875;
  68.63270568847656, -67.37201690673828, 843.9509887695312;
  69.44312286376953, -67.74700164794922, 844.6710205078125;
  70.19509887695312, -67.75597381591797, 844.6724853515625;
  70.94622039794922, -67.75969696044922, 844.66357421875;
  71.69644165039062, -67.75815582275391, 844.6444091796875;
  72.44515991210938, -67.74784851074219, 844.6079711914062;
  73.19440460205078, -67.74105072021484, 844.5784912109375;
  73.94541168212891, -67.74477386474609, 844.569580078125;
  74.69548034667969, -67.74323272705078, 844.5504150390625;
  75.44521331787109, -67.73994445800781, 844.5277709960938;
  76.19583892822266, -67.74190521240234, 844.5155029296875;
  76.94675445556641, -67.74562835693359, 844.506591796875;
  77.69606781005859, -67.74057769775391, 844.4805297851562;
  78.44821929931641, -67.75130462646484, 844.4854125976562;
  79.19876098632812, -67.75327301025391, 844.47314453125;
  79.94732666015625, -67.74472808837891, 844.440185546875;
  80.69583129882812, -67.73617553710938, 844.4072265625;
  81.44792938232422, -67.74690246582031, 844.412109375;
  82.20003509521484, -67.75762939453125, 844.4169921875;
  82.94978332519531, -67.75608825683594, 844.3978271484375;
  83.70086669921875, -67.76155853271484, 844.3923950195312;
  84.53008270263672, -68.1651611328125, 845.1682739257812;
  85.20646667480469, -67.79002380371094, 844.4159545898438;
  86.02060699462891, -68.11116027832031, 845.0299682617188;
  105.6366806030273, -68.56771087646484, 845.5051879882812;
  106.3860244750977, -68.56273651123047, 845.479248046875;
  107.0375289916992, -68.16429901123047, 844.6815795898438;
  107.8713226318359, -68.49986267089844, 845.3236083984375;
  108.6221771240234, -68.50182342529297, 845.311279296875;
  109.3721237182617, -68.50025939941406, 845.2920532226562;
  110.1193389892578, -68.4881591796875, 845.2521362304688;
  110.8732604980469, -68.50241851806641, 845.263916015625;
  111.6249313354492, -68.50788879394531, 845.2584838867188;
  112.3711013793945, -68.49227142333984, 845.211669921875;
  113.0190505981445, -68.10279846191406, 844.4317016601562;
  113.8678207397461, -68.47862243652344, 845.152587890625;
  114.6212387084961, -68.49111938476562, 845.160888671875;
  115.3737335205078, -68.50009918212891, 845.162353515625;
  116.1304931640625, -68.52489471435547, 845.19482421875;
  116.881591796875, -68.52861022949219, 845.1859741210938;
  117.6264419555664, -68.50948333740234, 845.1322631835938;
  118.3808517456055, -68.52548980712891, 845.1475219726562;
  119.1265411376953, -68.50988006591797, 845.1007080078125;
  119.8736190795898, -68.49953460693359, 845.0642700195312;
  120.6225967407227, -68.49622344970703, 845.0416259765625;
  121.37548828125, -68.50696563720703, 845.0465087890625;
  122.1303863525391, -68.52472686767578, 845.065185546875;
  122.8782958984375, -68.51789855957031, 845.03564453125;
  123.6352310180664, -68.54269409179688, 845.068115234375;
  124.3825912475586, -68.53410339355469, 845.0350952148438;
  125.1344833374023, -68.54133605957031, 845.0331420898438;
  125.8771362304688, -68.51693725585938, 844.9691162109375;
  126.6232833862305, -68.50484466552734, 844.9292602539062;
  127.3781890869141, -68.52260589599609, 844.9479370117188;
  128.2464141845703, -68.92144012451172, 845.713623046875;
  147.8983001708984, -69.36766052246094, 846.167724609375;
  148.6327362060547, -69.32139587402344, 846.0609130859375;
  149.2508850097656, -68.93955993652344, 845.296630859375;
  150.1161651611328, -69.27243804931641, 845.9326782226562;
  150.8681793212891, -69.27790832519531, 845.9271850585938;
  151.6239013671875, -69.2939453125, 845.9424438476562;
  152.3721771240234, -69.28884124755859, 845.9163208007812;
  153.1129150390625, -69.26260375976562, 845.8487548828125;
  153.8629608154297, -69.26279449462891, 845.8329467773438;
  154.6129608154297, -69.26297760009766, 845.817138671875;
  155.3642120361328, -69.26668548583984, 845.8082275390625;
  156.1186218261719, -69.27919769287109, 845.8165893554688;
  156.8679351806641, -69.27761840820312, 845.79736328125;
  157.6172180175781, -69.27604675292969, 845.7781372070312;
  158.3696899414062, -69.28327178955078, 845.776123046875;
  159.1182556152344, -69.27993774414062, 845.75341796875;
  159.8674468994141, -69.27835845947266, 845.7341918945312;
  160.6172637939453, -69.27854919433594, 845.7183837890625;
  161.36572265625, -69.27520751953125, 845.6956787109375;
  162.1174468994141, -69.28067779541016, 845.6902465820312;
  162.8665161132812, -69.27909851074219, 845.6710205078125;
  163.6155395507812, -69.27752685546875, 845.6517333984375;
  164.3645324707031, -69.27594757080078, 845.6325073242188;
  165.1128234863281, -69.27261352539062, 845.6098022460938;
  165.8603973388672, -69.26750946044922, 845.5836791992188;
  166.6310272216797, -69.32228851318359, 845.6748046875;
  167.3922576904297, -69.3524169921875, 845.7176513671875;
  168.1405334472656, -69.34907531738281, 845.6949462890625;
  168.8708648681641, -69.29994964599609, 845.5825805664062;
  169.6385803222656, -69.34645080566406, 845.6575317382812;
  190.0323333740234, -69.72789764404297, 845.96826171875;
  190.7716827392578, -69.70519256591797, 845.9076538085938;
  191.1405181884766, -68.84659576416016, 844.2110595703125;
  191.9024658203125, -68.87840270996094, 844.2572021484375;
  192.8348846435547, -69.29176330566406, 845.0501098632812;
  193.755615234375, -69.67592620849609, 845.7858276367188;
  194.3502502441406, -69.33261108398438, 845.0977783203125;
  195.0901031494141, -69.31343078613281, 845.0441284179688;
  195.8338470458984, -69.30306243896484, 845.0076904296875;
